"row" "ID" "yr" "cm" "annualprec" "summerpdsi" "wintertemp"
"461" 631 2010 18.9 1.4914 -1.5675 2.03333333333333
"462" 631 2011 19.4 2.0694 -0.3875 5.13333333333333
"463" 943 1998 41.5 1.765 -0.795 5.63333333333333
"464" 943 2002 42.2 1.8056 -1.055 5.4
"465" 943 2004 42.2 1.8532 -0.795 5.1
"466" 943 2006 42.7 1.4533 -2.0425 5.66666666666667
"467" 943 2008 42.6 1.5392 -2.47 4.83333333333333
"468" 943 2010 43 1.4914 -1.5675 2.03333333333333
"469" 943 2011 43.6 2.0694 -0.3875 5.13333333333333
"470" 1134 2007 0.8 1.2303 -2.835 5.86666666666667
"471" 1134 2011 1.1 2.0694 -0.3875 5.13333333333333
"472" 891 1998 3.6 1.765 -0.795 5.63333333333333
"473" 891 2002 3.9 1.8056 -1.055 5.4
"474" 891 2004 4.4 1.8532 -0.795 5.1
"475" 891 2006 4.9 1.4533 -2.0425 5.66666666666667
"476" 891 2008 5.2 1.5392 -2.47 4.83333333333333
"477" 891 2010 5.5 1.4914 -1.5675 2.03333333333333
"478" 891 2011 5.8 2.0694 -0.3875 5.13333333333333
"479" 625 1998 3.3 1.765 -0.795 5.63333333333333
"480" 625 2002 3.3 1.8056 -1.055 5.4
"481" 625 2004 3.4 1.8532 -0.795 5.1
"482" 625 2006 3.4 1.4533 -2.0425 5.66666666666667
"483" 625 2008 3.5 1.5392 -2.47 4.83333333333333
"484" 625 2010 3.4 1.4914 -1.5675 2.03333333333333
"485" 625 2011 3.2 2.0694 -0.3875 5.13333333333333
"486" 951 1998 42.3 1.765 -0.795 5.63333333333333
"487" 951 2002 43.8 1.8056 -1.055 5.4
"488" 951 2004 44.5 1.8532 -0.795 5.1
"489" 951 2006 45.5 1.4533 -2.0425 5.66666666666667
"490" 951 2008 46.4 1.5392 -2.47 4.83333333333333
"491" 951 2010 47.3 1.4914 -1.5675 2.03333333333333
"492" 951 2011 48 2.0694 -0.3875 5.13333333333333
"493" 727 1998 7.9 1.765 -0.795 5.63333333333333
"494" 727 2002 7.9 1.8056 -1.055 5.4
"495" 727 2004 7.9 1.8532 -0.795 5.1
"496" 727 2006 7.9 1.4533 -2.0425 5.66666666666667
"497" 728 1998 12.2 1.765 -0.795 5.63333333333333
"498" 728 2002 13.5 1.8056 -1.055 5.4
"499" 728 2004 12.7 1.8532 -0.795 5.1
"500" 728 2006 12.8 1.4533 -2.0425 5.66666666666667
"501" 728 2008 13.2 1.5392 -2.47 4.83333333333333
"502" 728 2010 13.5 1.4914 -1.5675 2.03333333333333
"503" 728 2011 13.5 2.0694 -0.3875 5.13333333333333
"504" 729 1998 25.7 1.765 -0.795 5.63333333333333
"505" 729 2002 26.4 1.8056 -1.055 5.4
"506" 729 2004 26.4 1.8532 -0.795 5.1
"507" 729 2006 26.4 1.4533 -2.0425 5.66666666666667
"508" 729 2008 26.4 1.5392 -2.47 4.83333333333333
"509" 729 2010 26.5 1.4914 -1.5675 2.03333333333333
"510" 729 2011 26.3 2.0694 -0.3875 5.13333333333333
"511" 730 1998 7.7 1.765 -0.795 5.63333333333333
